seedResourceAcquisitionFitness,turn,seedPopulation,error
1.6,24,63.365,8.758429050182123
1.6,25,63.7,8.803421876040503
1.6,26,63.56,8.78362777972098
1.6,27,63.685,8.800342161419607
1.6,28,63.735,8.805032279682976
1.6,29,63.72,8.807154777967256
1.6,30,63.58,8.791059751086543
1.6,31,63.58,8.789927579756885
1.6,32,63.655,8.798382085965052
1.6,33,63.58,8.789927579756885
1.6,34,63.58,8.789927579756885
1.6,35,63.58,8.789927579756885
1.6,36,63.58,8.789927579756885
1.6,37,63.58,8.789927579756885
1.6,38,63.58,8.789927579756885
1.6,39,63.58,8.789927579756885
1.6,40,63.58,8.789927579756885
1.6,41,63.58,8.789927579756885
1.6,42,63.58,8.789927579756885
1.6,43,63.58,8.789927579756885
1.6,44,63.58,8.789927579756885
1.6,45,63.58,8.789927579756885
1.6,46,63.58,8.789927579756885
