seedResourceAcquisitionFitness,turn,seedPopulation,error
1.4,2,4.024,0.2558438355036783
1.4,3,8.28,0.5887987459547785
1.4,4,17.014,1.2762806723825992
1.4,5,33.203,2.49253219509896
1.4,6,60.001,4.319699532591237
1.4,7,96.856,6.623919852564541
1.4,8,140.074,9.118582178742315
1.4,9,184.403,11.558258022199936
1.4,10,223.958,13.613573504844084
1.4,11,248.722,14.646430592093054
1.4,12,261.332,15.065903338973158
1.4,13,266.726,15.13510106434535
1.4,14,269.259,15.083879118516933
1.4,15,270.893,15.011573752020752
1.4,16,271.929,14.963671054811073
1.4,17,272.664,14.904345129454668
1.4,18,273.056,14.869918525991693
1.4,19,273.489,14.831144195962281
1.4,20,273.763,14.806776243093339
1.4,21,274.022,14.783852295638042
1.4,22,274.316,14.758958894749526
1.4,23,274.421,14.748790970048105
1.4,24,274.565,14.736685211301392
1.4,25,274.647,14.729616846000681
1.4,26,274.771,14.719877724844764
1.4,27,274.935,14.706269381391735
1.4,28,274.902,14.708879933451556
1.4,29,274.86,14.7120696334934
1.4,30,274.92,14.707372614992437
1.4,31,274.986,14.701969419644229
1.4,32,274.986,14.701824553861854
1.4,33,274.997,14.701082418595604
1.4,34,274.953,14.704620298738234
1.4,35,274.992,14.701518600761972
1.4,36,275.079,14.69486682336543
1.4,37,275.017,14.699488205749901
1.4,38,275.019,14.699332014918866
1.4,39,275.022,14.699101107533863
1.4,40,275.013,14.699805993331381
1.4,41,275.013,14.699805993331381
1.4,42,275.013,14.699805993331381
1.4,43,275.013,14.699805993331381
1.4,44,275.013,14.699805993331381
1.4,45,275.013,14.699805993331381
1.4,46,275.013,14.699805993331381
1.4,47,275.013,14.699805993331381
1.4,48,275.013,14.699805993331381
1.4,49,275.013,14.699805993331381
1.4,50,275.013,14.699805993331381
1.45,0,1.0,0.0
1.45,1,2.083,0.10812688973850171
1.45,2,4.384,0.2738694589794468
1.45,3,9.323,0.6432185199983742
1.45,4,19.225,1.400536864860232
1.45,5,37.573,2.7148491451361423
1.45,6,66.772,4.639993133338933
1.45,7,105.734,6.985019923179877
1.45,8,151.437,9.5246303417523
1.45,9,197.894,12.071784662498999
1.45,10,234.039,13.821810632331704
1.45,11,255.717,14.631043962861327
1.45,12,266.171,14.997729292698097
1.45,13,271.21,15.094142112399197
1.45,14,273.593,15.034897280466282
1.45,15,274.816,14.969132347818345
1.45,16,275.698,14.908096886633473
1.45,17,276.263,14.85507665988257
1.45,18,276.989,14.791745220724408
1.45,19,277.146,14.779590200426867
1.45,20,277.379,14.756330861946878
1.45,21,277.635,14.73362783299308
1.45,22,277.834,14.716456605132805
1.45,23,278.007,14.701656477754398
1.45,24,278.156,14.688303750141529
1.45,25,278.139,14.689994417694663
1.45,26,278.274,14.678755785700616
1.45,27,278.22,14.683012320835473
1.45,28,278.211,14.683842139787487
1.45,29,278.293,14.677098686746035
1.45,30,278.321,14.674602846183234
1.45,31,278.321,14.674360952145264
1.45,32,278.36,14.671131497494912
1.45,33,278.367,14.670768775089243
1.45,34,278.381,14.669436271025859
1.45,35,278.416,14.666721601723111
1.45,36,278.4,14.667884857307286
1.45,37,278.393,14.668423258720168
1.45,38,278.4,14.667863144887576
1.45,39,278.4,14.667863144887576
1.45,40,278.4,14.667863144887576
1.45,41,278.4,14.667863144887576
1.45,42,278.4,14.667863144887576
1.45,43,278.4,14.667863144887576
1.45,44,278.4,14.667863144887576
1.45,45,278.4,14.667863144887576
1.45,46,278.4,14.667863144887576
1.45,47,278.4,14.667863144887576
1.45,48,278.4,14.667863144887576
1.45,49,278.4,14.667863144887576
1.45,50,278.4,14.667863144887576
1.5,0,1.0,0.0
1.5,1,2.064,0.10885443665441574
1.5,2,4.437,0.2863695648465754
1.5,3,9.65,0.6752972647161322
1.5,4,20.162,1.4803642081650494
1.5,5,39.599,2.90220208959618
1.5,6,70.284,4.901673453756857
1.5,7,110.65,7.312273327785348
1.5,8,156.376,9.887518865222859
1.5,9,201.254,12.258108734154177
1.5,10,234.14,13.710326252164805
1.5,11,252.465,14.35793519599855
1.5,12,261.565,14.559274864290444
1.5,13,264.917,14.530737370848215
1.5,14,266.617,14.452411563317185
1.5,15,267.774,14.377774085958038
1.5,16,268.33,14.332898225182134
1.5,17,268.745,14.294754958590943
1.5,18,269.303,14.249183463482325
1.5,19,269.552,14.227210998069154
1.5,20,269.738,14.20942019632912
1.5,21,269.825,14.200988328286485
1.5,22,269.786,14.203953851403782
1.5,23,269.932,14.191759026474017
1.5,24,270.01,14.184769910470692
1.5,25,270.151,14.172709118119911
1.5,26,270.078,14.178748252608528
1.5,27,270.092,14.177219299820308
1.5,28,270.175,14.170525090104945
1.5,29,270.108,14.175961455188428
1.5,30,270.106,14.176179191607389
1.5,31,270.114,14.175625555846892
1.5,32,270.077,14.178405981827837
1.5,33,270.114,14.17549964993151
1.5,34,270.088,14.177522259144041
1.5,35,270.077,14.178395218792843
1.5,36,270.07,14.17898016128811
1.5,37,270.085,14.177754734243393
1.5,38,270.09,14.177369611247286
1.5,39,270.075,14.178560010258565
1.5,40,270.075,14.178560010258565
1.5,41,270.075,14.178560010258565
1.5,42,270.075,14.178560010258565
1.5,43,270.075,14.178560010258565
1.5,44,270.075,14.178560010258565
1.5,45,270.075,14.178560010258565
1.5,46,270.075,14.178560010258565
1.5,47,270.075,14.178560010258565
1.5,48,270.075,14.178560010258565
1.5,49,270.075,14.178560010258565
1.5,50,270.075,14.178560010258565
1.55,0,1.0,0.0
1.55,1,2.134,0.11192397740510529
1.55,2,4.708,0.2958139612292934
1.55,3,10.369,0.7145725570574619
1.55,4,22.019,1.590074761721496
1.55,5,43.027,3.0743925772039873
1.55,6,75.671,5.158607860020879
1.55,7,117.491,7.61072779576412
1.55,8,163.953,10.097485711517919
1.55,9,206.64,12.253478118675616
1.55,10,237.747,13.747189890231937
1.55,11,253.175,14.22443851341933
1.55,12,260.24,14.356454443454624
1.55,13,263.949,14.339548591593797
1.55,14,265.548,14.306061270159773
1.55,15,266.499,14.246528827961214
1.55,16,267.166,14.19283733066436
1.55,17,267.44,14.169402732679345
1.55,18,267.658,14.151394517457533
1.55,19,267.981,14.124886074438365
1.55,20,267.928,14.127982712928997
1.55,21,268.191,14.10783861618205
1.55,22,268.009,14.121190283064436
1.55,23,268.138,14.110620731075954
1.55,24,268.204,14.105443150349743
1.55,25,268.24,14.103073658800326
1.55,26,268.255,14.101327583002387
1.55,27,268.298,14.098335543225687
1.55,28,268.209,14.105004970722717
1.55,29,268.231,14.103301649829888
1.55,30,268.186,14.106803659131401
1.55,31,268.208,14.105108319700065
1.55,32,268.176,14.107639326922936
1.55,33,268.21,14.104931725862684
1.55,34,268.186,14.106806010796674
1.55,35,268.191,14.106394725623801
1.55,36,268.211,14.104850012986162
1.55,37,268.185,14.10689475553761
1.55,38,268.196,14.10599094246524
1.55,39,268.205,14.105293708205238
1.55,40,268.169,14.108310769253023
1.55,41,268.219,14.104284714686855
1.55,42,268.203,14.105445362774645
1.55,43,268.203,14.105445362774645
1.55,44,268.203,14.105445362774645
1.55,45,268.203,14.105445362774645
1.55,46,268.203,14.105445362774645
1.55,47,268.203,14.105445362774645
1.55,48,268.203,14.105445362774645
1.55,49,268.203,14.105445362774645
1.55,50,268.203,14.105445362774645
1.6,0,1.0,0.0
1.6,1,2.28,0.11083850660510963
1.6,2,5.084,0.29860677130117885
1.6,3,11.285,0.7196563527342601
1.6,4,24.048,1.5970924714915
1.6,5,47.215,3.094214106573503
1.6,6,82.297,5.211250139700795
1.6,7,127.033,7.663916793450497
1.6,8,174.954,10.183604230698649
1.6,9,218.244,12.298464310509416
1.6,10,248.036,13.636895913386695
1.6,11,262.032,14.044175612791605
1.6,12,268.171,14.056176546013432
1.6,13,271.1,14.002406634346926
1.6,14,272.722,13.920327959889619
1.6,15,273.635,13.84405040518726
1.6,16,274.159,13.79444728269084
1.6,17,274.319,13.778596881071621
1.6,18,274.472,13.765305355633132
1.6,19,274.708,13.74402143710563
1.6,20,274.849,13.732270546500331
1.6,21,274.884,13.729104111210859
1.6,22,275.011,13.718174019688092
1.6,23,275.117,13.70927919887481
1.6,24,275.063,13.713969945651456
1.6,25,275.013,13.718206896745244
1.6,26,275.091,13.711669665043019
1.6,27,275.124,13.708602424158016
1.6,28,275.132,13.70804629087479
1.6,29,275.132,13.707952875709736
1.6,30,275.155,13.706058878802537
1.6,31,275.15,13.706441427633706
1.6,32,275.143,13.707016262737852
1.6,33,275.143,13.707016262737852
1.6,34,275.143,13.707016262737852
1.6,35,275.143,13.707016262737852
1.6,36,275.143,13.707016262737852
1.6,37,275.143,13.707016262737852
1.6,38,275.143,13.707016262737852
1.6,39,275.143,13.707016262737852
1.6,40,275.143,13.707016262737852
1.6,41,275.143,13.707016262737852
1.6,42,275.143,13.707016262737852
1.6,43,275.143,13.707016262737852
1.6,44,275.143,13.707016262737852
1.6,45,275.143,13.707016262737852
1.6,46,275.143,13.707016262737852
1.6,47,275.143,13.707016262737852
1.6,48,275.143,13.707016262737852
1.6,49,275.143,13.707016262737852
1.6,50,275.143,13.707016262737852
1.65,0,1.0,0.0
1.65,1,2.26,0.10789004864597862
1.65,2,5.177,0.30572903106215676
1.65,3,11.712,0.7531870058877299
1.65,4,25.172,1.6658874396027272
1.65,5,49.899,3.2285066755661305
