seedResourceAcquisitionFitness,turn,seedPopulation,error
1.6,24,275.98,42.542095774256495
1.6,25,275.98,42.542095774256495
1.6,26,275.98,42.542095774256495
1.6,27,275.98,42.542095774256495
1.6,28,275.98,42.542095774256495
1.6,29,275.98,42.542095774256495
1.6,30,275.98,42.542095774256495
1.6,31,275.98,42.542095774256495
1.6,32,275.98,42.542095774256495
1.6,33,275.98,42.542095774256495
1.6,34,275.98,42.542095774256495
1.6,35,275.98,42.542095774256495
1.6,36,275.98,42.542095774256495
1.6,37,275.98,42.542095774256495
1.6,38,275.98,42.542095774256495
1.6,39,275.98,42.542095774256495
1.6,40,275.98,42.542095774256495
1.6,41,275.98,42.542095774256495
1.6,42,275.98,42.542095774256495
1.6,43,275.98,42.542095774256495
1.6,44,275.98,42.542095774256495
1.6,45,275.98,42.542095774256495
1.6,46,275.98,42.542095774256495
1.6,47,275.98,42.542095774256495
1.6,48,275.98,42.542095774256495
1.6,49,275.98,42.542095774256495
1.6,50,275.98,42.542095774256495
1.65,0,1.0,0.0
1.65,1,2.47,0.37230313575356044
1.65,2,5.21,0.9196071366999945
1.65,3,12.38,2.3978134746044226
1.65,4,26.65,5.301501638137154
1.65,5,52.86,10.5347337415593
